time_s,total_2q
221.959,35613
222.108,35612
223.814,35611
225.363,35610
225.816,35609
225.854,35605
225.915,35604
226.032,35603
226.269,35602
226.862,35601
227.067,35600
227.645,35599
228.318,35598
228.429,35597
228.487,35596
228.685,35595
228.952,35594
229.084,35593
229.872,35592
231.296,35589
231.717,35588
231.891,35587
233.911,35586
235.461,35571
235.759,35570
235.846,35569
236.130,35567
236.824,35565
237.775,35564
238.737,35563
238.864,35558
239.358,35557
242.021,35556
242.174,35554
242.238,35551
242.828,35550
243.126,35549
243.176,35543
243.223,35542
243.349,35541
244.200,35540
245.644,35539
246.277,35538
246.606,35537
247.966,35536
248.408,35535
250.266,35534
250.466,35533
251.637,35531
251.713,35530
251.740,35529
252.988,35528
253.576,35525
253.851,35523
253.874,35521
254.840,35520
254.986,35519
255.137,35517
255.218,35516
255.228,35515
256.147,35514
256.379,35501
256.393,35500
257.012,35498
257.084,35497
258.173,35496
258.197,35480
259.461,35479
259.642,35476
260.705,35475
261.025,35474
261.027,35472
261.868,35471
262.841,35470
263.125,35468
264.247,35467
264.743,35466
265.165,35465
265.569,35463
265.683,35462
268.091,35460
268.392,35459
268.435,35458
269.470,35456
269.552,35448
270.902,35447
271.346,35446
271.976,35445
272.892,35441
273.947,35440
274.577,35434
276.547,35433
277.601,35431
277.709,35429
277.738,35428
280.186,35423
281.443,35422
282.477,35416
283.115,35415
283.825,35409
284.028,35408
284.597,35407
284.689,35406
284.693,35405
285.499,35404
285.880,35403
287.670,35402
288.296,35400
288.662,35399
289.612,35376
292.296,35369
293.071,35368
294.782,35367
295.095,35366
295.097,35364
296.079,35363
296.830,35362
297.079,35358
297.178,35356
297.382,35355
297.904,35354
298.106,35353
299.659,35352
299.792,35351
299.920,35350
300.020,35348
301.223,35347
301.298,35344
301.471,35343
302.204,35342
302.688,35341
302.973,35340
306.414,35339
307.259,35338
307.743,35337
308.074,35336
308.130,35334
308.299,35333
308.922,35329
309.865,35328
309.886,35327
311.039,35326
311.272,35325
311.505,35324
311.659,35282
312.508,35281
314.267,35280
314.616,35279
318.343,35267
319.307,35265
319.754,35263
320.723,35262
321.556,35261
322.359,35260
322.622,35259
323.044,35258
323.103,35257
323.262,35255
323.346,35254
323.821,35253
324.014,35230
325.886,35229
326.378,35228
326.617,35227
329.105,35226
330.334,35216
331.819,35214
332.826,35213
333.012,35212
333.848,35211
333.892,35210
335.708,35208
338.135,35194
339.379,35193
340.284,35192
340.428,35191
342.985,35190
344.222,35188
344.363,35187
349.482,35185
350.031,35184
350.322,35183
350.723,35182
351.243,35176
355.082,35175
355.237,35174
359.275,35173
359.550,35172
359.978,35171
362.054,35169
362.795,35168
365.176,35167
365.670,35166
365.792,35163
367.384,35162
368.219,34863
368.612,34861
369.010,34860
369.245,34857
371.379,34853
372.328,34852
372.963,34851
373.310,34850
373.493,34848
373.982,34847
375.927,34814
376.120,34786
378.211,34767
378.398,34766
379.773,34765
382.497,34763
383.114,34760
384.196,34759
384.455,34744
385.068,34743
387.095,34742
387.484,34741
387.549,34740
388.139,34739
388.289,34738
388.641,34737
388.911,34736
389.062,34735
389.317,34734
389.497,34730
389.856,34729
393.223,34728
394.169,34727
394.844,34725
395.063,34724
397.175,34723
398.563,34721
400.018,34720
400.158,34719
400.330,34718
400.970,34717
402.319,34715
403.715,34714
404.108,34713
407.918,34712
407.949,34706
408.093,34703
408.140,34702
410.470,34700
410.491,34697
412.846,34696
415.309,34694
416.435,34693
416.663,34687
417.564,34686
417.608,34685
417.882,34673
418.343,34672
418.832,34671
419.563,34670
419.605,34669
419.848,34668
420.144,34664
421.746,34660
422.256,34656
422.263,34655
422.730,34649
422.909,34648
423.446,34647
423.472,34646
423.739,34645
424.251,34643
424.364,34642
425.846,34636
426.296,34635
426.474,34634
426.887,34633
428.264,34632
429.458,34631
431.287,34629
431.435,34604
431.499,34603
431.575,34602
431.757,34601
432.403,34600
432.632,34598
434.305,34595
435.589,34591
435.599,34590
436.187,34589
437.993,34587
438.207,34586
438.619,34585
440.892,34584
441.636,34583
441.849,34581
442.331,34578
443.494,34577
443.553,34576
444.153,34575
444.280,34574
444.344,34572
445.739,34568
446.325,34567
446.922,34566
447.422,34565
447.540,34564
449.091,34563
452.522,34562
453.089,34561
453.182,34552
453.480,34547
453.750,34527
454.663,34526
458.039,34525
459.313,34524
461.523,34523
462.217,34521
464.568,34519
464.682,34518
467.255,34517
468.659,34515
469.133,34514
469.652,34512
474.513,34511
474.674,34509
475.257,34508
475.526,34507
476.196,34506
476.437,34505
476.785,34504
477.362,34502
477.651,34501
478.769,34500
479.553,34499
480.496,34498
483.408,34497
483.464,34496
485.320,34495
485.708,34494
486.052,34492
486.816,34482
487.156,34481
487.965,34480
488.606,34479
489.208,34478
495.813,34477
496.878,34475
499.562,34473
499.995,34471
501.477,34469
505.275,34467
505.377,34466
505.514,34465
505.872,34463
508.254,34462
508.260,34461
509.048,34441
509.750,34440
510.242,34439
510.977,34438
512.076,34415
514.205,34414
515.083,34413
515.939,34390
517.469,34389
519.027,34388
522.119,34382
522.667,34381
523.423,34380
528.784,34376
532.816,34374
533.578,34373
533.655,34372
543.601,34369
544.470,34368
546.206,34367
548.443,34366
549.983,34365
550.962,34364
552.078,34363
552.853,34361
553.174,34359
553.462,34358
554.004,34357
554.071,34356
554.546,34355
554.599,34354
555.369,34352
555.460,34351
555.822,34350
556.095,34349
560.708,34347
560.932,34346
563.578,34345
564.520,34344
564.772,34343
565.775,34342
566.129,34340
566.543,34338
566.737,34337
571.205,34336
574.532,34335
575.091,34334
577.018,34332
577.418,34331
578.843,34329
580.067,34328
581.206,34327
583.264,34326
583.917,34323
583.997,34321
584.532,34320
586.064,34319
587.763,34318
588.585,34317
588.662,34315
589.139,34314
589.392,34313
589.671,34309
590.058,34308
590.436,34307
590.539,34303
591.086,34302
591.314,34300
595.840,34299
601.087,34298
601.862,34297
602.271,34296
602.367,34295
602.681,34294
602.912,34241
603.597,34240
605.431,34239
605.787,34238
606.698,34237
606.705,34236
607.482,34235
611.329,34234
614.925,34233
615.061,34232
615.451,34228
615.784,34227
616.571,34226
616.726,34225
617.130,34223
617.624,34222
618.737,34220
620.076,34219
621.110,34218
621.942,34216
623.298,34214
623.476,34212
624.143,34211
627.359,34210
627.550,34209
632.677,34208
632.701,34206
632.788,34205
632.945,34202
633.128,34201
633.261,34200
633.815,34199
633.901,34198
637.348,34194
638.109,34193
639.819,34192
641.594,34186
644.203,34185
645.056,34145
646.227,34141
646.609,34140
648.972,34139
651.216,34138
651.568,34137
652.903,34136
653.045,34135
654.993,34134
655.514,34133
657.097,34132
659.149,34131
659.166,34130
659.580,34111
661.720,34110
662.164,34107
669.517,34106
669.534,34105
670.502,34104
671.324,34103
673.431,34100
673.701,34099
675.225,34098
676.441,34092
677.261,34091
682.928,34090
683.255,34089
683.730,34087
686.767,34086
687.233,34085
688.130,34084
692.653,34083
693.286,34081
693.468,34061
693.944,34060
696.209,34059
699.234,34057
700.829,34053
703.350,34051
704.306,34047
706.898,34044
709.218,34042
709.463,34041
709.672,34039
710.694,34038
715.742,34037
715.941,34036
715.968,34035
716.406,34034
717.104,34033
717.804,34030
719.151,34029
719.935,34028
720.566,34026
721.010,34025
722.108,34024
722.943,34023
723.263,34022
725.882,34021
727.097,34020
731.583,34019
731.638,34018
735.808,34016
740.164,34015
741.664,34014
743.832,34013
744.527,34009
744.584,34008
744.919,34007
745.271,34003
745.333,34002
745.738,34000
747.779,33994
749.323,33993
751.314,33992
753.066,33991
753.113,33990
753.277,33989
755.223,33988
756.829,33986
757.088,33985
757.310,33983
759.621,33977
761.924,33976
764.083,33966
765.399,33965
765.554,33964
767.550,33962
769.580,33961
770.995,33960
774.965,33959
777.324,33958
778.542,33954
779.823,33953
780.542,33952
781.109,33951
781.710,33950
782.773,33949
787.760,33948
788.608,33947
790.643,33946
791.217,33945
791.500,33941
792.768,33939
795.688,33938
798.588,33937
802.664,33936
804.240,33934
806.025,33933
809.164,33932
810.201,33931
810.804,33930
813.853,33929
816.276,33928
818.141,33927
818.645,33926
823.540,33925
823.903,33924
824.070,33923
830.293,33922
831.948,33921
837.156,33920
846.509,33919
846.980,33917
847.320,33916
848.578,33914
851.575,33913
855.253,33911
859.415,33910
859.952,33909
864.660,33907
865.676,33906
866.789,33905
868.470,33904
869.055,33903
869.589,33902
872.273,33900
872.646,33882
873.247,33881
874.327,33880
875.216,33879
875.917,33878
880.763,33877
881.966,33876
884.821,33875
892.307,33874
893.868,33873
901.464,33871
908.391,33870
915.227,33869
917.817,33868
925.251,33867
930.201,33866
935.833,33865
942.087,33861
945.927,33859
947.398,33858
948.561,33857
951.743,33856
957.709,33855
958.164,33853
959.943,33852
964.781,33848
973.048,33847
973.992,33846
974.126,33845
977.282,33843
980.004,33842
980.114,33840
981.847,33838
982.364,33836
984.224,33835
984.764,33834
990.633,33833
992.628,33832
993.804,33831
1003.326,33829
1003.777,33828
1004.493,33827
1005.201,33826
1010.144,33825
1011.967,33824
1013.090,33823
1016.305,33822
1018.417,33821
1025.306,33820
1026.436,33818
1040.402,33795
1042.658,33794
1044.675,33793
1053.734,33792
1056.080,33791
1063.614,33789
1064.377,33788
1069.801,33786
1070.007,33785
1079.526,33783
1084.639,33782
1086.674,33780
1090.952,33779
1092.111,33778
1096.207,33777
1100.187,33775
1103.415,33773
1104.913,33772
1104.983,33771
1104.999,33770
1108.899,33769
1109.254,33767
1114.319,33766
1119.609,33765
1122.025,33764
1138.896,33758
1143.950,33757
1145.339,33756
1146.410,33755
1147.519,33754
1150.823,33753
1158.790,33752
1165.092,33751
1170.978,33750
1173.309,33749
1179.752,33748
1184.252,33747
1186.980,33746
1199.362,33745
1206.197,33744
1207.597,33743
1218.669,33742
1220.478,33741
1224.151,33740
1229.411,33739
1231.622,33738
1233.425,33736
1243.539,33735
1254.484,33733
1257.046,33732
1257.146,33730
1264.870,33729
1274.053,33728
1275.721,33724
1276.779,33722
1278.859,33721
1281.321,33720
1295.145,33719
1311.896,33718
1312.495,33717
1314.867,33716
1317.847,33715
1324.696,33714
1326.983,33713
1343.902,33712
1343.961,33711
1346.296,33710
1346.307,33708
1348.229,33707
1356.510,33704
1360.795,33702
1369.392,33701
1384.996,33700
1392.167,33699
1398.331,33698
1399.050,33696
1402.415,33695
1404.711,33694
1413.480,33693
1418.298,33692
1426.229,33691
1431.045,33690
1443.190,33689
1443.245,33687
1444.885,33686
1447.827,33685
1452.026,33684
1453.120,33683
1454.945,33681
1455.580,33680
1456.345,33676
1459.117,33675
1471.337,33674
1475.921,33673
1485.797,33672
1489.201,33671
1491.334,33670
1494.184,33667
1494.269,33666
1494.770,33665
1503.399,33664
1503.755,33662
1508.327,33661
1515.509,33660
1527.471,33659
1541.286,33657
1549.661,33656
1550.391,33655
1551.407,33653
1559.466,33652
1563.864,33650
1581.793,33649
1582.958,33643
1589.777,33642
1599.830,33641
1602.309,33640
1624.723,33639
1628.824,33637
1629.034,33636
1636.919,33635
1641.968,33633
1642.890,33632
1644.719,33631
1655.424,33630
1664.611,33629
1680.068,33628
1683.559,33627
1689.227,33626
1692.466,33625
1695.216,33624
1703.983,33623
1725.728,33622
1740.869,33621
1742.530,33620
1744.127,33618
1749.604,33617
1753.365,33616
1828.782,33614
1833.155,33604
1835.300,33603
1846.604,33602
1849.748,33601
1850.039,33600
1862.461,33599
1871.495,33598
1874.105,33597
1880.806,33596
1937.049,33595
1942.229,33594
1950.654,33593
1952.906,33592
1958.601,33591
1964.709,33590
1980.090,33589
1982.205,33588
1983.137,33586
1985.089,33585
1988.048,33584
1988.301,33583
1991.489,33582
1998.023,33581
2015.353,33579
2032.350,33578
2032.715,33577
2042.432,33576
2042.656,33575
2042.838,33574
2047.948,33573
2066.943,33572
2068.822,33571
2086.443,33570
2090.474,33569
2129.873,33568
2132.315,33567
2139.324,33566
2147.882,33564
2156.233,33562
2170.265,33561
2177.466,33560
2216.496,33559
2234.115,33557
2296.558,33556
2301.313,33555
2301.566,33554
2332.500,33552
2333.694,33551
2366.563,33550
2400.103,33549
2429.773,33548
2438.441,33546
2445.709,33545
2447.157,33544
2448.643,33543
2502.860,33542
2524.647,33541
2525.563,33540
2536.872,33539
2537.563,33538
2542.963,33537
2564.277,33536
2577.895,33535
2606.552,33533
2648.300,33531
2678.040,33530
2686.246,33529
2686.302,33528
2693.875,33526
2717.149,33525
2726.756,33524
2748.267,33523
2751.253,33522
2759.631,33520
2775.583,33519
2781.746,33518
2788.173,33517
2808.959,33516
2809.260,33515
2900.172,33514
2907.700,33510
2919.437,33509
2924.943,33508
2929.440,33506
2941.923,33505
2945.194,33504
2947.001,33503
2958.881,33502
2963.347,33501
2969.198,33500
2976.104,33499
2995.921,33498
3047.109,33497
3054.723,33495
3057.633,33494
3068.497,33493
3099.379,33492
3108.000,33491
3123.855,33489
3133.827,33484
3176.551,33482
3188.474,33481
3188.691,33480
3190.898,33479
3213.979,33478
3236.966,33477
3245.933,33476
3273.148,33474
3294.344,33451
3299.760,33450
3316.038,33449
3349.133,33448
3402.011,33447
3414.789,33446
3421.760,33445
3444.196,33444
3521.252,33437
3569.562,33436
3576.104,33435
3586.110,33433
