time_s,total_2q
1910.3,32928
1910.6,32927
1910.7,32920
1914.7,32917
1915.7,32914
1924.0,32913
1925.5,32912
1925.8,32911
1927.1,32910
1928.8,32908
1936.9,32907
1942.0,32905
1949.5,32904
1951.7,32898
1953.8,32897
1955.3,32896
1961.1,32895
1970.3,32893
1970.6,32892
1973.1,32890
1976.3,32884
1977.1,32883
1979.7,32881
1984.5,32880
1986.0,32879
1994.0,32877
1998.2,32876
1999.7,32874
2000.1,32873
2003.4,32869
2006.1,32868
2013.4,32866
2014.5,32857
2019.7,32856
2026.1,32855
2028.4,32854
2029.8,32851
2038.6,32849
2038.6,32847
2039.3,32845
2039.4,32843
2046.5,32841
2047.2,32838
2050.4,32833
2051.6,32827
2053.7,32826
2057.6,32825
2060.9,32824
2061.0,32823
2064.8,32813
2069.2,32811
2070.4,32810
2072.0,32808
2073.3,32807
2081.7,32806
2086.8,32805
2090.4,32804
2092.0,32801
2092.5,32799
2102.3,32797
2108.9,32795
2113.0,32794
2115.1,32793
2116.1,32788
2117.0,32786
2117.9,32785
2124.7,32784
2127.1,32781
2135.6,32780
2140.4,32777
2142.4,32773
2147.4,32771
2152.3,32765
2153.7,32763
2158.1,32762
2159.4,32760
2159.5,32758
2165.4,32757
2168.0,32755
2168.1,32752
2170.4,32748
2179.1,32746
2180.6,32743
2184.9,32742
2185.8,32741
2194.0,32740
2196.2,32739
2205.9,32737
2215.1,32736
2221.4,32730
2221.7,32729
2224.1,32728
2229.7,32727
2231.2,32726
2233.3,32722
2235.4,32721
2246.5,32720
2247.5,32719
2256.4,32718
2263.8,32717
2278.8,32715
2278.8,32714
2279.0,32712
2280.7,32711
2282.8,32709
2284.6,32707
2288.9,32705
2298.6,32704
2305.7,32703
2306.9,32701
2312.2,32698
2319.6,32697
2320.8,32695
2322.2,32694
2323.0,32692
2328.7,32691
2330.0,32687
2334.5,32686
2336.9,32685
2351.3,32684
2351.9,32683
2353.8,32682
2360.1,32681
2360.2,32680
2360.8,32679
2377.3,32678
2383.3,32675
2385.3,32673
2392.5,32670
2395.4,32668
2397.6,32667
2397.9,32665
2399.7,32664
2402.0,32663
2403.3,32662
2405.2,32661
2406.7,32660
2408.4,32656
2409.9,32655
2414.5,32653
2420.8,32652
2424.2,32651
2424.4,32650
2426.9,32648
2435.4,32647
2437.5,32645
2448.7,32644
2452.7,32643
2456.1,32642
2459.9,32641
2462.0,32640
2463.5,32639
2466.4,32638
2467.0,32637
2472.3,32636
2474.5,32635
2478.0,32634
2480.5,32633
2480.5,32632
2485.6,32630
2488.9,32629
2496.9,32628
2498.5,32627
2498.7,32625
2501.2,32619
2514.0,32618
2530.7,32617
2533.5,32615
2540.1,32614
2542.2,32613
2542.2,32612
2543.5,32610
2551.4,32609
2552.5,32606
2561.6,32601
2561.6,32599
2565.2,32598
2566.5,32596
2579.9,32595
2582.2,32594
2585.6,32593
2591.9,32592
2593.4,32591
2593.6,32589
2594.8,32588
2599.3,32587
2601.7,32586
2611.8,32585
2612.2,32584
2618.8,32583
2626.4,32582
2645.5,32581
2652.2,32580
2660.6,32578
2667.7,32577
2668.7,32576
2669.6,32575
2674.3,32574
2681.6,32572
2682.1,32571
2682.9,32569
2686.3,32567
2689.7,32566
2699.5,32563
2710.3,32561
2729.8,32560
2730.9,32559
2731.6,32558
2732.1,32557
2734.5,32555
2740.2,32554
2743.5,32550
2744.6,32549
2745.0,32547
2748.6,32546
2767.3,32545
2771.1,32543
2772.3,32540
2772.5,32538
2794.5,32536
2796.0,32535
2801.7,32534
2804.3,32533
2813.5,32532
2817.1,32530
2819.7,32529
2820.9,32528
2821.5,32526
2825.0,32524
2832.1,32522
2832.1,32520
2835.2,32518
2849.4,32517
2861.9,32515
2863.1,32514
2863.4,32513
2880.6,32508
2881.5,32507
2883.2,32504
2905.5,32502
2920.8,32500
2924.1,32498
2925.6,32496
2930.0,32495
2936.5,32491
2939.0,32489
2947.6,32486
2948.5,32485
2959.6,32483
2965.1,32482
2972.9,32481
2983.1,32479
2986.5,32478
2999.3,32475
3008.1,32472
3009.8,32468
3011.4,32467
3016.1,32466
3024.2,32464
3029.5,32463
3036.8,32462
3050.1,32461
3059.8,32460
3061.5,32459
3069.3,32458
3071.9,32455
3076.8,32453
3082.4,32451
3086.5,32450
3107.8,32449
3110.2,32448
3114.9,32445
3120.1,32442
3128.8,32439
3141.0,32438
3142.4,32437
3146.7,32434
3176.1,32433
3178.7,32432
3184.6,32430
3193.6,32429
3198.3,32428
3202.7,32427
3210.3,32426
3211.9,32423
3218.0,32422
3228.6,32421
3232.7,32418
3236.4,32417
3238.4,32416
3250.5,32415
3263.5,32414
3274.7,32410
3275.9,32409
3277.5,32408
3279.9,32407
3283.5,32405
3283.8,32403
3298.9,32402
3298.9,32401
3312.2,32400
3334.8,32399
3346.5,32397
3347.3,32395
3350.2,32394
3356.9,32392
3361.7,32391
3365.7,32390
3374.8,32388
3398.1,32387
3402.3,32386
3409.0,32385
3417.4,32382
3418.0,32380
3423.4,32379
3449.6,32377
3467.7,32375
3472.3,32371
3472.5,32370
3477.0,32369
3477.1,32366
3495.3,32364
3496.2,32353
3509.4,32351
3514.8,32349
3525.5,32348
3535.5,32347
3536.6,32346
3539.7,32345
3545.6,32343
3555.5,32342
3558.7,32341
3570.8,32340
3592.3,32339
